budget_user_id,month_year,group,budget_user_name,Zaposlitve,Bruto placa,NA1,C,NA2,D,NA3,E,NA4,NA5,NA6,I,NA7,J,NA8,O,NA9
27430,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,CELJSKE LEKARNE JAVNI ZAVOD,190,361.524,1.903,20.377,107,33.962,179,12.376,65,492,3,25.145,132,3.988,21,0,0
27448,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Javni zavod Kraške lekarne,78,138.770,1.779,6.986,90,22.576,289,1.101,14,0,0,7.563,97,693,9,2.141,27
27456,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Javni zavod mestne lekarne,84,180.825,2.153,11.697,139,22.009,262,0,0,0,0,8.673,103,433,5,988,12
27464,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,LEKARNA KOČEVJE,20,38.810,1.941,2.231,112,5.000,250,292,15,105,5,1.945,97,0,0,306,15
27472,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Obalne lekarne Koper,76,174.478,2.296,14.460,190,22.117,291,3.826,50,69,1,9.023,119,0,0,0,0
27480,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Gorenjske lekarne,196,421.402,2.150,27.666,141,49.072,250,557,3,299,2,26.274,134,721,4,0,0
27499,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,JZ LEKARNA KRŠKO,23,35.890,1.560,2.035,88,4.452,194,156,7,0,0,1.689,73,0,0,769,33
27502,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,JZ LEKARNA LJUBLJANA,356,758.956,2.132,44.294,124,106.767,300,10.981,31,823,2,0,0,11.852,33,0,0
27510,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,LEKARNE MARIBOR,184,399.699,2.172,27.782,151,59.310,322,1.496,8,0,0,27.797,151,1.039,6,0,0
27529,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,LEKARNA MOZIRJE,12,28.522,2.377,1.538,128,7.444,620,436,36,0,0,1.491,124,0,0,0,0
27537,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Pomurske lekarne,92,216.033,2.348,11.187,122,25.725,280,408,4,644,7,11.523,125,0,0,8.732,95
27545,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,GORIŠKA LEKARNA NOVA GORICA,75,133.757,1.783,7.944,106,12.185,162,2.529,34,0,0,6.672,89,1.039,14,8.543,114
27553,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,"Dolenjske lekarne Novo mesto, p.o.",118,231.983,1.966,14.005,119,34.167,290,836,7,0,0,0,0,0,0,9.977,85
27561,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,LEKARNA ORMOŽ,17,28.254,1.662,1.472,87,4.961,292,0,0,0,0,1.599,94,0,0,404,24
27570,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,LEKARNE PTUJ,67,106.964,1.596,5.688,85,13.592,203,126,2,0,0,5.800,87,0,0,5.924,88
27588,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,KOROŠKA LEKARNA,63,161.486,2.563,8.328,132,24.745,393,7.596,121,414,7,9.469,150,0,0,2.479,39
27596,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Lekarna Ribnica,13,26.295,2.023,1.868,144,3.000,231,389,30,77,6,1.366,105,0,0,0,0
27600,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,LEKARNA SEVNICA,26,51.883,1.995,2.679,103,9.671,372,1.735,67,0,0,1.923,74,0,0,1.096,42
27618,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,LEKARNA SLOVENSKA BISTRICA,32,51.165,1.599,2.505,78,7.367,230,0,0,0,0,3.533,110,0,0,1.253,39
27626,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZASAVSKE LEKARNE TRBOVLJE,60,108.124,1.802,6.452,108,11.227,187,1.463,24,0,0,4.922,82,519,9,7.896,132
27634,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,LEKARNA VELENJE,62,108.665,1.753,5.588,90,16.191,261,723,12,506,8,5.421,87,0,0,8.091,131
27642,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ŽALSKE LEKARNE ŽALEC,17,41.985,2.470,2.519,148,8.674,510,737,43,0,0,0,0,0,0,0,0
27669,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,MLADINSKO KLIMATSKO,53,77.044,1.454,6.127,116,671,13,150,3,0,0,6.747,127,0,0,0,0
27677,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,SPLOŠNA BOLNIŠNICA BREŽICE,377,775.600,2.057,91.179,242,8.375,22,98.035,260,0,0,43.206,115,693,2,18.559,49
27685,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,SPLOŠNA BOLNIŠNICA CELJE,2.048,4.679.363,2.285,563.453,275,51.406,25,454.051,222,32,0,283.467,138,19.845,10,3.070,1
27693,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,PSIHIATRIČNA BOLNIŠNICA,255,465.939,1.827,56.492,222,1.148,5,5.844,23,0,0,24.119,95,433,2,16.667,65
27707,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Center za zdravljenje bolezni otrok,75,124.916,1.666,23.461,313,0,0,180,2,268,4,7.879,105,5.795,77,0,0
27715,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Splošna bolnišnica Izola,899,1.974.679,2.197,225.201,251,23.216,26,293.184,326,0,0,147.704,164,11.801,13,0,0
27723,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Splošna bolnišnica Jesenice,725,1.594.697,2.200,169.568,234,28.903,40,228.929,316,196,0,108.869,150,38.721,53,0,0
27731,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,OB Valdoltra,446,898.678,2.015,99.418,223,2.947,7,61.106,137,0,0,84.610,190,13.877,31,0,0
27740,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,BOLNIŠNICA ZA GINEKOLOGIJO,147,310.772,2.114,40.174,273,0,0,41.369,281,0,0,16.484,112,288,2,0,0
27758,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,NACIONALNI INŠTITUT ZA JAVNO ZDRAVJE,550,1.194.004,2.171,88.909,162,3.830,7,10.182,19,0,0,69.647,127,14.524,26,0,0
27766,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Klinika Golnik,630,1.008.869,1.601,100.229,159,2.824,4,89.536,142,0,0,71.788,114,2.072,3,8.371,13
27774,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Onkološki inštitut Ljubljana,1.164,2.788.070,2.395,228.059,196,27.452,24,344.629,296,0,0,193.264,166,27.374,24,0,0
27782,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,'UNIVERZITETNI KLINIČNI CENTER LJ',8.157,18.944.805,2.323,2.044.400,251,68.668,8,2.669.075,327,1.151,0,1.223.444,150,139.966,17,124.393,15
27790,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,UPK Ljubljana,660,1.284.886,1.947,143.418,217,1.683,3,52.276,79,0,0,87.465,133,26.841,41,61.081,93
27804,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,URI - SOČA,658,1.144.358,1.739,94.616,144,6.897,10,13.649,21,11,0,87.722,133,8.539,13,18.340,28
27812,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,UKC MARIBOR,3.568,8.138.220,2.281,829.891,233,143.452,40,892.129,250,2.021,1,437.933,123,80.348,23,246.223,69
27820,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,1.114,2.326.933,2.089,328.688,295,0,0,221.514,199,0,0,154.154,138,28.203,25,3.999,4
27839,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Splošna bolnišnica Novo mesto,1.334,2.552.432,1.913,281.897,211,8.246,6,196.141,147,195,0,171.902,129,20.030,15,147.824,111
27847,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,JZ PSIHIATRIČNA BOLNIŠNICA ORM,172,336.476,1.956,44.244,257,2.228,13,11.903,69,18,0,17.072,99,1.414,8,7.243,42
27855,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,BOLNIŠNICA ZA ŽENSKE BOLEZNI,106,269.690,2.544,32.131,303,579,5,49.560,468,0,0,8.531,80,923,9,0,0
27863,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,BOLNIŠNICA PTUJ,534,1.186.627,2.222,130.125,244,17.235,32,186.822,350,0,0,74.693,140,9.757,18,0,0
27871,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,PSIHIATRIČNA BOLNIŠNICA,175,361.514,2.066,40.572,232,2.123,12,36.994,211,0,0,27.919,160,7.301,42,0,0
27880,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,BOLNIŠNICA SEŽANA,168,308.639,1.837,30.240,180,366,2,41.528,247,0,0,14.009,83,0,0,0,0
27898,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,967,1.885.844,1.950,182.080,188,17.573,18,165.187,171,60,0,118.235,122,14.386,15,105.784,109
27901,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Splošna bolnišnica Šempeter,1.025,2.197.055,2.143,241.469,236,8.370,8,339.432,331,0,0,0,0,39.063,38,0,0
27910,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,BOLNIŠNICA TOPOLŠICA,263,493.125,1.875,50.801,193,2.076,8,15.788,60,0,0,32.241,123,8.158,31,37.929,144
27928,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Splošna bolnišnica Trbovlje,395,744.277,1.884,87.725,222,4.825,12,77.686,197,0,0,44.533,113,2.077,5,56.977,144
27936,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,PSIHIATRIČNA BOLNICA VOJNIK,198,360.503,1.821,41.614,210,0,0,6.773,34,0,0,35.879,181,576,3,18.878,95
27944,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Ajdovščina,158,316.017,2.000,25.397,161,3.813,24,17.329,110,0,0,15.435,98,1.072,7,8.723,55
27952,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Brežice,145,267.295,1.843,19.687,136,7.582,52,14.604,101,72,0,13.633,94,0,0,3.258,22
27960,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM CELJE,479,940.178,1.963,51.684,108,76.326,159,37.089,77,764,2,65.530,137,11.972,25,3.537,7
27979,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Cerknica,92,196.133,2.132,15.191,165,0,0,3.776,41,134,1,8.495,92,0,0,19.963,217
27987,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM ČRNOMELJ,118,245.325,2.079,18.596,158,862,7,34.589,293,0,0,13.088,111,0,0,0,0
27995,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM DOMŽALE,255,506.916,1.988,36.516,143,1.077,4,39.686,156,0,0,38.319,150,6.159,24,0,0
92002,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Dravograd,47,62.201,1.323,3.297,70,209,4,1.516,32,0,0,4.123,88,0,0,2.710,58
92010,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Gornja Radgona,133,293.289,2.205,18.636,140,9.663,73,32.809,247,84,1,18.310,138,865,7,0,0
92029,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZD GROSUPLJE,133,255.444,1.921,16.618,125,842,6,17.313,130,0,0,15.553,117,158,1,0,0
92037,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Hrastnik,51,86.785,1.702,5.473,107,1.339,26,2.485,49,53,1,4.969,97,74,1,7.509,147
92045,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM IDRIJA,135,237.681,1.761,16.301,121,0,0,10.117,75,0,0,13.394,99,0,0,19.018,141
92053,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM IL. BISTRICA,94,167.668,1.784,14.959,159,312,3,9.612,102,0,0,8.027,85,0,0,2.549,27
92061,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Ivančna Gorica,82,165.744,2.021,11.757,143,6.484,79,9.437,115,0,0,12.972,158,0,0,0,0
92070,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Izola,117,239.506,2.047,26.465,226,3.267,28,13.983,120,0,0,15.714,134,288,2,0,0
92088,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM,182,359.949,1.978,26.987,148,415,2,27.654,152,226,1,22.280,122,20.522,113,0,0
92096,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM KOČEVJE,104,183.470,1.764,16.553,159,1.723,17,8.604,83,0,0,10.592,102,0,0,5.225,50
92100,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Koper,260,592.115,2.277,65.409,252,2.873,11,22.396,86,255,1,36.848,142,693,3,14.945,57
92118,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Osnovno zdravstvo Gorenjske,1.086,2.164.119,1.993,186.458,172,3.307,3,136.524,126,1.555,1,149.168,137,38.628,36,25.409,23
92126,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM KRŠKO,185,361.293,1.953,26.943,146,9.274,50,34.120,184,0,0,25.387,137,0,0,0,0
92134,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZD Laško,96,157.308,1.639,9.924,103,1.626,17,1.241,13,0,0,11.001,115,398,4,18.766,195
92142,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Lenart,92,167.873,1.825,16.655,181,2.420,26,13.419,146,67,1,12.450,135,683,7,0,0
92150,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM LENDAVA,135,263.853,1.954,20.983,155,1.140,8,15.149,112,90,1,15.646,116,5.179,38,20.867,155
92169,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM LITIJA,129,182.267,1.413,11.307,88,0,0,2.973,23,0,0,11.742,91,0,0,22.751,176
92177,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom za študente Univerze v Ljubljani,57,120.101,2.107,8.432,148,1.881,33,3.461,61,3,0,8.848,155,0,0,0,0
92185,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Ljubljana,1.624,3.303.422,2.034,257.849,159,54.015,33,194.305,120,0,0,209.455,129,23.537,14,1.862,1
92215,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZD LJUTOMER,103,209.639,2.035,12.575,122,4.486,44,41.106,399,68,1,10.945,106,0,0,0,0
92223,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM LOGATEC,128,220.847,1.725,16.237,127,2.004,16,16.401,128,0,0,14.183,111,0,0,0,0
92231,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM DR.ADOLFA DROLCA MARIBOR,992,2.075.384,2.092,169.499,171,1.274,1,170.469,172,524,1,141.245,142,19.080,19,0,0
92240,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZD METLIKA,56,125.364,2.239,6.430,115,2.367,42,24.538,438,0,0,5.694,102,0,0,0,0
92258,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZGORNJESAVINJSKI ZDRAVSTVENI,81,136.716,1.688,9.731,120,1.764,22,686,8,0,0,8.196,101,0,0,6.313,78
92266,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Murska Sobota,430,709.712,1.650,50.054,116,0,0,14.736,34,131,0,44.835,104,0,0,51.711,120
92274,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,NLZOH,746,1.474.593,1.977,96.099,129,5.791,8,38.839,52,474,1,124.165,166,2.473,3,0,0
92282,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM NOVA GORICA,290,635.179,2.190,50.169,173,4.777,16,45.099,156,0,0,37.340,129,577,2,0,0
92290,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Novo Mesto,322,589.580,1.831,46.545,145,505,2,22.411,70,0,0,39.727,123,2.656,8,0,0
92304,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM ORMOŽ,134,287.846,2.148,14.131,105,43.263,323,18.738,140,62,0,12.149,91,288,2,18.200,136
92312,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM PIRAN,85,159.457,1.876,12.676,149,2.439,29,6.058,71,0,0,8.811,104,0,0,5.983,70
92320,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM,139,236.310,1.700,23.873,172,6.202,45,13.348,96,0,0,15.871,114,1.674,12,0,0
92339,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,JZ ZD Ptuj,255,540.020,2.118,42.688,167,2.001,8,63.053,247,441,2,35.514,139,0,0,0,0
92347,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM RADEČE,29,43.034,1.484,2.515,87,0,0,761,26,10,0,2.531,87,0,0,2.098,72
92355,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM RADLJE OB DRAVI,71,114.930,1.619,8.140,115,225,3,7.604,107,113,2,9.049,127,0,0,0,0
92363,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZRCK,88,173.556,1.972,34.665,394,0,0,9.335,106,0,0,11.043,125,693,8,4.996,57
92371,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Ravne na,169,283.449,1.677,16.990,101,3.552,21,8.546,51,0,0,19.332,114,693,4,13.944,83
92380,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM DR. J. ORAŽMA RIBNICA,102,191.043,1.873,16.003,157,1.740,17,5.602,55,0,0,11.166,109,0,0,10.775,106
92398,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM SEVNICA,132,255.958,1.939,14.451,109,0,0,27.710,210,48,0,15.084,114,270,2,2.913,22
92401,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM SEŽANA,142,298.650,2.103,22.426,158,0,0,43.476,306,0,0,19.079,134,0,0,0,0
92410,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM,144,231.352,1.607,10.349,72,6.499,45,7.892,55,464,3,15.706,109,0,0,13.832,96
92428,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM SLOVENSKA BIST,145,294.498,2.031,25.655,177,2.862,20,23.798,164,0,0,19.085,132,0,0,0,0
92436,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Slov. Konjice,96,169.612,1.767,10.510,109,5.958,62,2.817,29,54,1,11.216,117,819,9,10.084,105
92444,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Šentjur / Celju,77,164.964,2.142,8.517,111,5.914,77,24.395,317,92,1,10.824,141,0,0,0,0
92452,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM ŠMARJE PRI JELŠAH,170,290.100,1.706,23.139,136,0,0,27.567,162,86,1,16.658,98,0,0,4.692,28
92460,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM TOLMIN,151,338.263,2.240,30.164,200,1.950,13,45.567,302,0,0,17.894,119,5.652,37,0,0
92479,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Trbovlje,164,306.103,1.866,20.907,127,4.710,29,10.595,65,0,0,15.987,97,9.206,56,6.252,38
92487,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,ZDRAVSTVENI DOM TREBNJE,129,259.688,2.013,21.242,165,6.833,53,19.165,149,0,0,13.984,108,693,5,0,0
92495,2020-01,3.2. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA ZDRAVSTVA,Zdravstveni dom Velenje,381,728.285,1.912,60.877,160,0,0,32.083,84,0,0,44.173,116,1.159,3,2.827,7
